# Failure is Not an Option — dialogue sheet · content 0.5.3 · fingerprint 63fa5eacd8b7433e9e08b6c03f366d621eac5bc7fa72d24c994f427897ccf36d · 737 strings · generated by npm run dialogue-sheet from content/ and app/ (never edit by hand)
order,phase,node,kind,speaker,branch,id,text,notes
82,prologue,prologue-g8-prologue-docking,prologue.caption,,,g8-prologue-docking,"Gemini VIII reaches the Agena, and Armstrong brings the two vehicles together. It's the first docking of two spacecraft in Earth orbit.",
83,prologue,prologue-g8-prologue-inflection,prologue.title,,,g8-prologue-inflection,BEYOND THE NEXT CONTACT,
84,prologue,prologue-g8-prologue-inflection,prologue.caption,,,g8-prologue-inflection,"The spacecraft are joined, but Houston won't have continuous radio contact. The room will have to separate its last confirmed report from whatever happens beyond the next station's reach.",
85,prologue,prologue-g8-scenario-card,scenario.facility,,,g8-scenario-card,"Manned Spacecraft Center, Houston",
86,prologue,prologue-g8-scenario-card,scenario.date,,,g8-scenario-card,16 March 1966,
87,prologue,prologue-g8-scenario-card,scenario.context,,,g8-scenario-card,Earlier that day — mission preparation,
88,g8-prep,g8-brief,ui.text,,,app,GEMINI VIII,
89,g8-prep,g8-brief,label,,,g8-prep,Preparation,
90,g8-prep,g8-brief,label,,,g8-prep,PRE-FLIGHT,
91,g8-prep,g8-brief,ui.badge,,,app,CONTACT: NOT IN FLIGHT,
92,g8-prep,g8-brief,ui.aria,,,app,Preparation opportunities: 2 of 2 remaining,
93,g8-prep,g8-brief,ui.button,,,app,BINDER,
94,g8-prep,g8-brief,ui.button,,,app,HISTORY,
95,g8-prep,g8-brief,ui.button,,,app,SAVE / LOAD,
96,g8-prep,g8-brief,ui.aria,,,app,Conversation,
97,g8-prep,g8-brief,label,,,g8-brief,Mission briefing,
98,g8-prep,g8-brief,briefing,,,g8-brief,"Armstrong and Scott will rendezvous and dock with Agena. Before launch, you have time for two extra ground rehearsals: short practice runs on the communications loops, with controllers passing a report or instruction and checking that the right desk received it. The crew's training and mission rules are already in place; these exercises prepare the people in your room to work together under pressure.",
99,g8-prep,g8-brief,ui.aria,,,app,Evidence,
100,g8-prep,g8-brief,ui.heading,,,app,Evidence · 2,
101,g8-prep,g8-brief,evidence.title,,,g8-ev-contact-primer,Network coverage and report timing,
102,g8-prep,g8-brief,ui.tooltip,,,app,Pin to keep this report in view. Pinning changes nothing in the mission.,
103,g8-prep,g8-brief,ui.aria,,,app,Pin: Network coverage and report timing,
104,g8-prep,g8-brief,label,,,g8-ev-contact-primer,REFERENCE,
105,g8-prep,g8-brief,evidence.title,,,g8-ev-rule,Mission termination after RCS activation,
106,g8-prep,g8-brief,ui.aria,,,app,Pin: Mission termination after RCS activation,
107,g8-prep,g8-brief,ui.aria,,,app,Console,
108,g8-prep,g8-brief,ui.button,,,g8-brief-continue,Go to preparation,
109,g8-prep,g8-brief,evidence.body,,,g8-ev-contact-primer,"The last report tells us what was true when the crew sent it. Between tracking passes, we have no new information about their condition. Keep the report's observation time beside it; mark anything since that time as unconfirmed. The crew must act on their own until the next station acquires their signal.",
110,g8-prep,g8-brief,history-hidden,,,g8-ev-contact-primer,Automatic at briefing; instructional reference grounded in H1. Sources: H1.,
111,g8-prep,g8-brief,evidence.body,,,g8-ev-rule,"Both rings of the reentry control system have been activated to regain control, and substantial propellant has been used. Under these conditions, mission rules require termination. Cancel the remaining objectives and prepare a contingency return.",
112,g8-prep,g8-brief,history-hidden,,,g8-ev-rule,Automatic at briefing; reference. Historical termination principle H2; game selection boundary F7. Sources: H2. Fiction register: F7.,
113,g8-prep,g8-brief,ui.aria,,,app,Unpin: Mission termination after RCS activation,
114,g8-prep,g8-brief,ui.button,,,app,GOT IT,
115,g8-prep,g8-brief,ui.aria,,,app,Evidence: 2 items — open the evidence list,
116,g8-prep,g8-brief,ui.button,,,app,EVIDENCE · 2,
117,g8-prep,g8-brief,ui.aria,,,app,Save / Load,
118,g8-prep,g8-brief,ui.button,,,app,SAVE,
119,g8-prep,g8-brief,ui.aria,,,app,Settings,
120,g8-prep,g8-brief,ui.button,,,app,SET,
121,g8-prep,g8-prep-select,briefing,,,g8-prep-select,"In the contact drill, Houston CAPCOM and a tracking-ship CAPCOM practice sending an instruction, reading it back, and confirming receipt to FLIGHT. In the recovery drill, Elias and the Department of Defense recovery coordinator practice passing the aircraft's location report to the ship and confirming who sends the pickup instruction. In the systems drill, Mara calls a low-propellant warning to FLIGHT and CAPCOM together, then passes her recommended response before the next entry task begins.",
122,g8-prep,g8-prep-select,ui.label,,,app,Glen Kurtz — FLIGHT,
123,g8-prep,g8-prep-select,ui.prompt,Glen Kurtz — FLIGHT,,g8-prep-select,Choose up to two supplemental ground rehearsals.,
124,g8-prep,g8-prep-select,ui.hint,,,app,Opportunities remaining: 2 of 2. Reading reports and asking questions use no rehearsal opportunities.,
125,g8-prep,g8-prep-select,ui.aria,,,app,Options,
126,g8-prep,g8-prep-select,ui.label,,,app,Intent,
127,g8-prep,g8-prep-select,option.intent,,,g8-prep-contact,Rehearse sending an instruction and confirming its receipt.,
128,g8-prep,g8-prep-select,ui.label,,,app,Cost,
129,g8-prep,g8-prep-select,option.cost,,,g8-prep-contact,Uses one of your two rehearsal opportunities.,
130,g8-prep,g8-prep-select,ui.heading,,,app,Details,
131,g8-prep,g8-prep-select,ui.label,,,app,Attraction,
132,g8-prep,g8-prep-select,option.attraction,,,g8-prep-contact,CAPCOM and the tracking station practice the readback before a time-critical call.,
133,g8-prep,g8-prep-select,ui.label,,,app,Uncertainty,
134,g8-prep,g8-prep-select,option.uncertainty,,,g8-prep-contact,A missed pass can still leave the instruction waiting for radio contact.,
135,g8-prep,g8-prep-select,ui.button,,,app,Rehearse,
136,g8-prep,g8-prep-select,option.intent,,,g8-prep-recovery,Rehearse passing the pickup instruction from the recovery desk to the ship.,
137,g8-prep,g8-prep-select,option.attraction,,,g8-prep-recovery,Elias and the DoD coordinator settle who sends the pickup call before the recovery begins.,
138,g8-prep,g8-prep-select,option.uncertainty,,,g8-prep-recovery,The crew may still face a long wait if the nearest ship is far away.,
139,g8-prep,g8-prep-select,option.intent,,,g8-prep-systems,Rehearse calling a low RCS propellant warning to FLIGHT and CAPCOM.,
140,g8-prep,g8-prep-select,option.attraction,,,g8-prep-systems,Mara practices getting her warning and recommended response to both desks promptly.,
141,g8-prep,g8-prep-select,option.uncertainty,,,g8-prep-systems,The warning may arrive before Mara knows what caused it.,
142,g8-prep,g8-prep-select,ui.button,,,g8-prep-finish,Finish preparation,
143,g8-prep,g8-prep-select,ui.aria,,,app,Unpin: Network coverage and report timing,
144,g8-prep,g8-prep-select,evidence.title,,contact rehearsal,g8-ev-contact-worksheet,Contact drill: instruction and readback,
145,g8-prep,g8-prep-select,ui.aria,,contact rehearsal,app,Pin: Contact drill: instruction and readback,
146,g8-prep,g8-prep-select,ui.badge,,any rehearsal,app,CHOSEN,
147,g8-prep,g8-prep-select,option.requirement-reason,,any rehearsal,g8-prep-contact,Completed,
148,g8-prep,g8-prep-select,evidence.body,,contact rehearsal,g8-ev-contact-worksheet,"Houston CAPCOM sends the instruction to the tracking-ship CAPCOM, who reads it back and confirms receipt. FLIGHT checks the confirmation before treating the instruction as received. Mark missing observation times as unknown.",
149,g8-prep,g8-prep-select,history-hidden,,contact rehearsal,g8-ev-contact-worksheet,"Acquired by g8-prep-contact; original F1 reference. Named practice calls and desk roles are original game exercises, not a claim that these exact rehearsals occurred before Gemini VIII. Fiction register: F1.",
150,g8-prep,g8-prep-select,evidence.title,,recovery rehearsal,g8-ev-recovery-worksheet,Recovery drill: pickup instruction,
151,g8-prep,g8-prep-select,ui.aria,,recovery rehearsal,app,Pin: Recovery drill: pickup instruction,
152,g8-prep,g8-prep-select,option.requirement-reason,,two rehearsals,g8-prep-systems,No preparation opportunities remaining.,
153,g8-prep,g8-prep-select,evidence.body,,recovery rehearsal,g8-ev-recovery-worksheet,Elias passes the aircraft's location report to the DoD recovery coordinator. They identify the desk that will send the ship its pickup instruction and check the readback. Record aircraft support and the ship's arrival separately.,
154,g8-prep,g8-prep-select,history-hidden,,recovery rehearsal,g8-ev-recovery-worksheet,"Acquired by g8-prep-recovery; original F2 reference. Named practice calls and desk roles are original game exercises, not a claim that these exact rehearsals occurred before Gemini VIII. Fiction register: F2.",
155,g8-prep,g8-prep-select,evidence.title,,systems rehearsal,g8-ev-systems-worksheet,Systems drill: low-propellant warning,
156,g8-prep,g8-prep-select,ui.aria,,systems rehearsal,app,Pin: Systems drill: low-propellant warning,
157,g8-prep,g8-prep-select,evidence.body,,systems rehearsal,g8-ev-systems-worksheet,"Mara reports the RCS propellant warning to FLIGHT and CAPCOM together. She states what the instruments show, what remains uncertain, and the response she recommends for entry. CAPCOM reads the recommendation back before passing it on.",
158,g8-prep,g8-prep-select,history-hidden,,systems rehearsal,g8-ev-systems-worksheet,"Acquired by g8-prep-systems; original F3 reference. Named practice calls and desk roles are original game exercises, not a claim that these exact rehearsals occurred before Gemini VIII. Fiction register: F3.",
159,g8-docking,g8-docking-report,label,,,g8-docking,Docking,
160,g8-docking,g8-docking-report,label,,,g8-docking,MET approximately 06:33,
161,g8-docking,g8-docking-report,ui.badge,,,app,CONTACT: TRACKING SHIP,
162,g8-docking,g8-docking-report,label,,,g8-docking-report,Docking report,
163,g8-docking,g8-docking-report,ui.alt,,,app,Portrait: JIM LOVELL — CAPCOM,
164,g8-docking,g8-docking-report,ui.heading,,,app,JIM LOVELL — CAPCOM,
165,g8-docking,g8-docking-report,line,JIM LOVELL — CAPCOM,,g8-docking-report#1,"Flight, Rose Knot Victor relays Armstrong's report: they're docked.",
166,g8-docking,g8-docking-report,evidence.title,,,g8-ev-docked,Docking confirmed.,
167,g8-docking,g8-docking-report,ui.aria,,,app,Pin: Docking confirmed.,
168,g8-docking,g8-docking-report,label,,,g8-ev-docked,CURRENT CONTACT,
169,g8-docking,g8-docking-report,ui.text,,,app,Received: MET approximately 06:33,
170,g8-docking,g8-docking-report,ui.text,,,app,Observation time: known,
171,g8-docking,g8-docking-report,ui.button,,,g8-docking-report-continue,Continue,
172,g8-docking,g8-docking-report,evidence.body,,,g8-ev-docked,The crew have confirmed docking with Agena.,
173,g8-docking,g8-docking-report,history-hidden,,,g8-ev-docked,Docking event; H3. No roll data appended during gap. Sources: H3.,
174,g8-gap,g8-loss-of-contact,label,,,g8-gap,Communications gap,
175,g8-gap,g8-loss-of-contact,label,,,g8-gap,LOSS OF SIGNAL,
176,g8-gap,g8-loss-of-contact,ui.badge,,,app,CONTACT: NONE,
177,g8-gap,g8-loss-of-contact,label,,,g8-loss-of-contact,Loss of contact,
178,g8-gap,g8-loss-of-contact,briefing,,,g8-loss-of-contact,The scheduled tracking pass has ended. There's no new report from the spacecraft.,
179,g8-gap,g8-loss-of-contact,label,,,g8-ev-docked,PREVIOUS CONTACT,
180,g8-gap,g8-gap-note,label,,,g8-gap-note,We'll have to wait for contact.,
181,g8-gap,g8-gap-note,line,JIM LOVELL — CAPCOM,,g8-gap-note#1,"Flight, we've lost the signal. We'll call at the next station.",
182,g8-gap,g8-gap-note,line,(narration),contact rehearsal,g8-gap-note#2,CAPCOM has left the next report's receipt blank. Nothing new has come through.,
183,g8-gap,g8-gap-note,question,Glen Kurtz — FLIGHT,,g8-q-gap,What can we confirm?,
184,g8-gap,g8-gap-note,ui.button,,,g8-gap-note-continue,Wait for the next contact,
185,g8-gap,g8-gap-note,answer,JIM LOVELL — CAPCOM,,g8-q-gap,The last report confirms docking. We've no new report on their attitude.,
186,g8-report,g8-crisis-report,label,,,g8-report,Stabilization report,
187,g8-report,g8-crisis-report,label,,,g8-report,TRACKING SHIP CONTACT,
188,g8-report,g8-crisis-report,label,,,g8-crisis-report,Emergency report,
189,g8-report,g8-crisis-report,line,JIM LOVELL — CAPCOM,,g8-crisis-report#1,"Flight, Coastal Sentry Quebec relays Scott: “We have serious problems here. We’re … tumbling end over end up here.” They’re disengaged from the Agena.",
190,g8-report,g8-crisis-report,question,Glen Kurtz — FLIGHT,,g8-q-crew-crisis,What's the crew telling us?,
191,g8-report,g8-crisis-report,evidence.title,,,g8-ev-crisis,Emergency report through the tracking ship.,
192,g8-report,g8-crisis-report,ui.aria,,,app,Pin: Emergency report through the tracking ship.,
193,g8-report,g8-crisis-report,ui.text,,,app,Received: TRACKING SHIP CONTACT,
194,g8-report,g8-crisis-report,ui.text,,,app,Observation time: unknown,
195,g8-report,g8-crisis-report,evidence.body,,,g8-ev-crisis,The crew report an uncontrolled tumble after undocking. The report reaches the ground through Coastal Sentry Quebec.,
196,g8-report,g8-crisis-report,history-hidden,,,g8-ev-crisis,Crisis receipt only; H1. Sources: H1.,
197,g8-report,g8-crisis-report,answer,JIM LOVELL — CAPCOM,,g8-q-crew-crisis,CSQ's next report: Scott says they're slowly regaining control in RCS DIRECT. Armstrong says they're pulsing the RCS to reduce the roll.,
198,g8-report,g8-stabilization-report,label,,,g8-stabilization-report,Crew regain control,
199,g8-report,g8-stabilization-report,ui.alt,,,app,Portrait: Mara Voss — SYSTEMS,
200,g8-report,g8-stabilization-report,ui.heading,,,app,Mara Voss — SYSTEMS,
201,g8-report,g8-stabilization-report,line,Mara Voss — SYSTEMS,,g8-stabilization-report#1,They've regained control using the reentry thrusters. They've used substantial propellant from both RCS rings. That means we terminate the mission.,
202,g8-report,g8-stabilization-report,evidence.title,,,g8-ev-stabilized,Crew regain control.,
203,g8-report,g8-stabilization-report,ui.aria,,,app,Pin: Crew regain control.,
204,g8-report,g8-stabilization-report,evidence.body,,,g8-ev-stabilized,The crew have used the reentry control system to stabilize the spacecraft. The remaining mission objectives must be relinquished.,
205,g8-report,g8-stabilization-report,history-hidden,,,g8-ev-stabilized,Later stabilization receipt; H2. Sources: H2.,
206,g8-report,g8-stabilization-report,line,Mara Voss — SYSTEMS,systems rehearsal,g8-stabilization-report#2,"Mara gives FLIGHT and CAPCOM the warning together, as rehearsed. The cause of the failure still isn't confirmed.",
207,g8-report,g8-rule-decision,ui.aria,,,app,HISTORICAL CHOICE — open the history panel,
208,g8-report,g8-rule-decision,ui.button,,,app,HISTORICAL CHOICE,
209,g8-report,g8-rule-decision,label,,,g8-rule-decision,The rule,
210,g8-report,g8-rule-decision,ui.prompt,Glen Kurtz — FLIGHT,,g8-rule-decision,Terminate the mission after RCS use.,
211,g8-report,g8-rule-decision,option.intent,,,g8-order-return,Terminate the remaining mission and prepare the contingency return.,
212,g8-report,g8-rule-decision,ui.label,,,app,Risk,
213,g8-report,g8-rule-decision,option.cost,,,g8-order-return,The remaining docking work and EVA are canceled.,
214,g8-report,g8-rule-decision,option.attraction,,,g8-order-return,Bring the crew home under the mission's contingency rules.,
215,g8-report,g8-rule-decision,option.uncertainty,,,g8-order-return,The room still needs to confirm the return plan and recovery support.,
216,g8-report,g8-rule-decision,ui.button,,,app,Choose,
217,g8-report,g8-rule-decision,decision.hint,,,g8-rule-decision,Read the flight rule and the crew's stabilization report before confirming the return order.,
218,g8-recovery,g8-return-brief,label,,,g8-recovery,The operational decision,
219,g8-recovery,g8-return-brief,label,,,g8-recovery,RETURN PLANNING,
220,g8-recovery,g8-return-brief,ui.badge,,,app,CONTACT: HOUSTON,
221,g8-recovery,g8-return-brief,label,,,g8-return-brief,Return planning,
222,g8-recovery,g8-return-brief,ui.alt,,,app,Portrait: Elias Reed — RECOVERY,
223,g8-recovery,g8-return-brief,ui.heading,,,app,Elias Reed — RECOVERY,
224,g8-recovery,g8-return-brief,ui.alt,,,app,Portrait: FLIGHT DYNAMICS,
225,g8-recovery,g8-return-brief,ui.label,,,app,FLIGHT DYNAMICS,
226,g8-recovery,g8-return-brief,line,FLIGHT DYNAMICS,,g8-return-brief#1,Two return opportunities. The first gets them down sooner. The second puts the recovery force closer. We can't have both.,
227,g8-recovery,g8-return-brief,line,Mara Voss — SYSTEMS,,g8-return-brief#2,"Their condition is stable, for now. It might not be after another orbit.",
228,g8-recovery,g8-return-brief,line,Elias Reed — RECOVERY,,g8-return-brief#3,Every extra minute on the open ocean brings more risk to the crew. Take the later opportunity and the recovery force will be closer.,
229,g8-recovery,g8-return-brief,question,Glen Kurtz — FLIGHT,,g8-q-recovery-risk,What are the risks of an earlier return?,
230,g8-recovery,g8-return-brief,question,Glen Kurtz — FLIGHT,,g8-q-reserve-risk,What are the risks of another orbit?,
231,g8-recovery,g8-return-brief,question,Glen Kurtz — FLIGHT,,g8-q-crew-return,"What's the crew saying, and how are they?",
232,g8-recovery,g8-return-brief,evidence.title,,contact rehearsal,g8-ev-contact-readback,Instruction receipt checked,
233,g8-recovery,g8-return-brief,ui.aria,,contact rehearsal,app,Pin: Instruction receipt checked,
234,g8-recovery,g8-return-brief,ui.text,,,app,Received: RETURN PLANNING,
235,g8-recovery,g8-return-brief,evidence.title,,recovery rehearsal,g8-ev-recovery-readback,Pickup instruction confirmed,
236,g8-recovery,g8-return-brief,ui.aria,,recovery rehearsal,app,Pin: Pickup instruction confirmed,
237,g8-recovery,g8-return-brief,evidence.title,,,g8-ev-reserve,RCS propellant remaining,
238,g8-recovery,g8-return-brief,ui.aria,,,app,Pin: RCS propellant remaining,
239,g8-recovery,g8-return-brief,evidence.title,,,g8-ev-air,Aircraft and recovery ship positions,
240,g8-recovery,g8-return-brief,ui.aria,,,app,Pin: Aircraft and recovery ship positions,
241,g8-recovery,g8-return-brief,evidence.title,,,g8-ev-return,Return opportunities,
242,g8-recovery,g8-return-brief,ui.aria,,,app,Pin: Return opportunities,
243,g8-recovery,g8-return-brief,ui.prompt,Glen Kurtz — FLIGHT,,g8-return-brief,"Bring them down now and leave them waiting at sea, or keep them in orbit with less propellant for entry?",
244,g8-recovery,g8-return-brief,ui.hint,,,app,Unrehearsed does not mean untrained or incapable. Both orders remain available.,
245,g8-recovery,g8-return-brief,option.intent,,,g8-return-earlier,Bring them down at the earlier opportunity.,
246,g8-recovery,g8-return-brief,option.cost,,,g8-return-earlier,"The nearest ship is hours away. The crew will wait in the capsule at sea, in darkness, growing exhausted before pickup.",
247,g8-recovery,g8-return-brief,option.attraction,,,g8-return-earlier,Mara backs ending their time aboard the damaged spacecraft sooner.,
248,g8-recovery,g8-return-brief,option.uncertainty,,,g8-return-earlier,Confusion over the pickup call could leave them waiting even longer.,
249,g8-recovery,g8-return-brief,ui.label,,,app,Supported by,
250,g8-recovery,g8-return-brief,ui.text,,recovery rehearsal,app,Recovery rehearsal performed: READY,
251,g8-recovery,g8-return-brief,ui.text,,contact rehearsal,app,Contact rehearsal performed: READY,
252,g8-recovery,g8-return-brief,option.intent,,,g8-return-later,Take the later opportunity after one more orbit.,
253,g8-recovery,g8-return-brief,option.cost,,,g8-return-later,The crew stay aboard as their RCS propellant becomes critically low. Mara must get the warning and entry recommendation through promptly.,
254,g8-recovery,g8-return-brief,option.attraction,,,g8-return-later,Elias backs landing closer to the recovery force for a quicker pickup.,
255,g8-recovery,g8-return-brief,option.uncertainty,,,g8-return-later,A delayed warning or repeated instruction could force the crew to rush the entry preparations.,
256,g8-recovery,g8-return-brief,ui.text,,no systems rehearsal,app,Systems rehearsal performed: NOT REHEARSED,
257,g8-recovery,g8-return-brief,decision.hint,,,g8-return-brief,Ask Glen's questions and read each card's risks before choosing a return opportunity.,
258,g8-recovery,g8-return-brief,label,,,g8-return-brief,Recovery rehearsal,
259,g8-recovery,g8-return-brief,label,,any rehearsal,g8-return-brief,READY,
260,g8-recovery,g8-return-brief,label,,,g8-return-brief,Systems-warning rehearsal,
261,g8-recovery,g8-return-brief,label,,,g8-return-brief,NOT REHEARSED,
262,g8-recovery,g8-return-brief,label,,,g8-return-brief,Acknowledgement rehearsal,
263,g8-recovery,g8-return-brief,label,,,g8-prepared-recovery,Recovery rehearsal performed,
264,g8-recovery,g8-return-brief,label,,,g8-prepared-contact,Contact rehearsal performed,
265,g8-recovery,g8-return-brief,label,,,g8-prepared-systems,Systems rehearsal performed,
